index,value
1,999320
2,998752
3,997913
4,997884
5,997077
6,996667
7,996227
8,996008
9,995861
10,995208
11,994983
12,993783
13,993161
14,992864
15,991951
16,991664
17,990761
18,989998
19,989891
20,988666
21,988529
22,988482
23,987440
24,986988
25,986963
26,986833
27,986739
28,986238
29,985895
30,985810
31,985174
32,984795
33,983738
34,983579
35,983392
36,983041
37,982328
38,982208
39,981954
40,981644
41,981296
42,980573
43,980374
44,980086
45,979938
46,979611
47,977345
48,975984
49,975755
50,975221
51,974994
52,972850
53,971952
54,970318
55,969544
56,969492
57,968502
58,968366
59,967311
60,966993
61,965570
62,965505
63,965402
64,965179
65,965108
66,964870
67,962527
68,961311
69,961208
70,960972
71,959931
72,959672
73,959098
74,958380
75,958028
76,957292
77,957046
78,956939
79,956197
80,955294
81,955035
82,954905
83,954853
84,954600
85,954274
86,953529
87,953228
88,953145
89,952547
90,952063
91,951712
92,950218
93,949935
94,949893
95,949638
96,948776
97,948034
98,948009
99,947813
100,946802
101,946437
102,946134
103,944714
104,944023
105,943497
106,940301
107,940271
108,940030
109,939664
110,939389
111,938506
112,938196
113,937135
114,936913
115,936724
116,935994
117,935711
118,935515
119,935189
120,934852
121,934248
122,933769
123,933197
124,932079
125,930846
126,930554
127,930203
128,929362
129,928509
130,926701
131,926159
132,926049
133,925260
134,924807
135,923961
136,923665
137,923270
138,922634
139,922576
140,922502
141,922439
142,922114
143,922044
144,921803
145,921157
146,921030
147,920087
148,919868
149,919720
150,919109
151,919009
152,918692
153,917571
154,916743
155,916333
156,914719
157,914584
158,914547
159,914527
160,913074
161,912621
162,912369
163,911885
164,911739
165,911521
166,911331
167,910807
168,910709
169,910325
170,910035
171,909419
172,907932
173,907725
174,906640
175,905468
176,905429
177,905326
178,904381
179,904074
180,904012
181,903697
182,903509
183,902896
184,902734
185,902425
186,902205
187,902152
188,901964
189,901795
190,901756
191,901058
192,899145
193,898975
194,898882
195,897281
196,896623
197,895709
198,895438
199,895039
200,895005
201,894668
202,894502
203,894212
204,893872
205,893227
206,892603
207,892327
208,891899
209,891891
210,891641
211,891205
212,891030
213,890715
214,890641
215,890179
216,889937
217,889519
218,889373
219,889236
220,888864
221,888340
222,888252
223,887859
224,886624
225,886330
226,886000
227,885884
228,885299
229,884054
230,883665
231,883590
232,883531
233,882886
234,882206
235,881836
236,880636
237,880605
238,879968
239,879826
240,879788
241,879706
242,879199
243,878978
244,878709
245,878415
246,878262
247,876798
248,875981
249,875927
250,875592
251,874478
252,874455
253,874420
254,874132
255,872291
256,870967
257,870568
258,870498
259,869989
260,869869
261,869576
262,868883
263,868717
264,868672
265,868116
266,867506
267,867233
268,867201
269,866820
270,864333
271,863988
272,863677
273,862373
274,862332
275,862152
276,860689
277,860628
278,860403
279,859812
280,859161
281,858957
282,857812
283,857684
284,856579
285,856089
286,856028
287,855738
288,855477
289,855217
290,854138
291,854115
292,853830
293,853345
294,852261
295,851651
296,851535
297,850409
298,849434
299,849391
300,849141
301,848840
302,848692
303,847981
304,846473
305,845521
306,845278
307,845121
308,844695
309,843362
310,842978
311,842546
312,842293
313,841079
314,840739
315,840259
316,839726
317,839218
318,838565
319,838498
320,837649
321,837570
322,837231
323,837093
324,836633
325,835553
326,835327
327,835280
328,835114
329,834576
330,834032
331,833556
332,832956
333,832806
334,831639
335,831431
336,830937
337,829742
338,827861
339,827665
340,826785
341,826564
342,825593
343,825572
344,825554
345,823988
346,822941
347,822331
348,822316
349,821967
350,821926
351,821524
352,821385
353,820394
354,819049
355,818861
356,818078
357,817245
358,816440
359,816175
360,815419
361,815396
362,814488
363,814390
364,814381
365,813973
366,813041
367,812876
368,812736
369,811725
370,811001
371,808215
372,806982
373,806600
374,805869
375,805868
376,805859
377,805308
378,804588
379,803817
380,803434
381,803300
382,803215
383,802618
384,802363
385,801727
386,801615
387,801258
388,801087
389,800989
390,799736
391,799664
392,799439
393,797599
394,796965
395,796906
396,796808
397,796755
398,796746
399,795458
400,793954
401,793808
402,793550
403,792125
404,790064
405,789786
406,787881
407,787692
408,787166
409,785989
410,785354
411,785164
412,785122
413,784873
414,782958
415,782803
416,781722
417,781088
418,780489
419,779672
420,779122
421,778852
422,777872
423,777833
424,777479
425,777118
426,777089
427,776712
428,776521
429,776011
430,774700
431,773382
432,773013
433,771929
434,769172
435,767984
436,767458
437,767406
438,766375
439,766070
440,764918
441,764805
442,763944
443,763571
444,762746
445,761853
446,760975
447,760623
448,760009
449,759274
450,759098
451,758299
452,757570
453,757167
454,756214
455,755647
456,754757
457,754597
458,754562
459,753978
460,753402
461,753178
462,752515
463,752291
464,752196
465,751517
466,751368
467,751077
468,750819
469,750741
470,750432
471,749993
472,749691
473,748627
474,748561
475,747933
476,747098
477,746742
478,746590
479,746020
480,745291
481,745049
482,744967
483,744897
484,743903
485,743727
486,743704
487,743589
488,742206
489,741605
490,741287
491,740853
492,740545
493,739895
494,739835
495,739821
496,739479
497,738935
498,738767
