index,value
1,210912
2,762593
3,559081
4,129512
5,567059
6,338876
7,452514
8,85161
9,961991
10,449088
11,152528
12,535151
13,747141
14,820297
15,739117
16,461214
17,186054
18,457306
19,119836
20,134570
21,339457
22,504333
23,259947
24,130195
25,542603
26,991593
27,743730
28,825965
29,837049
30,530445
31,879962
32,910030
33,132005
34,178720
35,647854
36,428760
37,994539
38,296206
39,228361
40,599854
41,573429
42,967579
43,469868
44,376193
45,130582
46,951199
47,796112
48,350199
49,580847
50,596372
51,894203
52,502237
53,268960
54,408904
55,147511
56,723012
57,565721
58,160679
59,848048
60,611190
61,378049
62,820590
63,582448
64,296943
65,449563
66,177923
67,663729
68,367089
69,382543
70,777180
71,172728
72,739323
73,891479
74,517372
75,250439
76,793801
77,899793
78,54975
79,46941
80,998458
81,801265
82,521727
83,620131
84,866313
85,573595
86,834582
87,623076
88,25751
89,978450
90,460844
91,887596
92,202057
93,543079
94,13297
95,306007
96,101506
97,511906
98,928542
99,901136
100,128948
101,174362
102,987507
103,347925
104,502542
105,146327
106,548589
107,482325
108,100908
109,486077
110,960461
111,502461
112,918348
113,624882
114,173202
115,457915
116,749338
117,843130
118,778795
119,3863
120,1706
121,538902
122,836094
123,318417
124,2414
125,406219
126,240446
127,949280
128,934641
129,520268
130,679292
131,145439
132,130855
133,137397
134,537784
135,743786
136,640562
137,528388
138,609191
139,772644
140,657469
141,102094
142,95025
143,156502
144,208159
145,731807
146,117027
147,674791
148,843709
149,367280
150,49982
151,199997
152,742662
153,514892
154,622915
155,935504
156,495712
157,516012
158,798192
159,651319
160,349194
161,313535
162,843202
163,807598
164,628438
165,934204
166,804397
167,998619
168,404899
169,301115
170,398809
171,59542
172,224255
173,805818
174,662721
175,878049
176,218115
177,746610
178,522261
179,404280
180,996594
181,72593
182,444295
183,484766
184,20686
185,9442
186,930260
187,341398
188,316962
189,457934
190,840985
191,442359
192,498805
193,348424
194,571009
195,387666
196,73862
197,900407
198,458846
199,834245
200,323470
201,639090
202,153753
203,931942
204,873186
205,778494
206,356618
207,252943
208,952950
209,581262
210,669534
211,409265
212,563776
213,692597
214,441904
215,33856
216,144240
217,335220
218,69421
219,942367
220,321479
221,154821
222,115112
223,663364
224,746694
225,963199
226,817944
227,56275
228,831665
229,984119
230,563800
231,772713
232,423876
233,907733
234,234098
235,801755
236,520907
237,743736
238,47220
239,14056
240,226928
241,363424
242,344313
243,539638
244,946022
245,220550
246,618221
247,575001
248,219513
249,56813
250,102671
251,361107
252,447388
253,25129
254,449315
255,357543
256,888800
257,132685
258,644430
259,182029
260,385131
261,717960
262,86513
263,501583
264,945587
265,681721
266,189409
267,429985
268,950385
269,824208
270,924055
271,370330
272,203152
273,523594
274,601866
275,93635
276,974963
277,156508
278,372395
279,388628
280,610034
281,492173
282,483712
283,55951
284,759884
285,984575
286,641603
287,748219
288,967893
289,236146
290,252466
291,646174
292,45476
293,646481
294,414999
295,138267
296,207106
297,315012
298,543430
299,939877
300,350170
301,8421
302,341136
303,507912
304,171442
305,113442
306,34897
307,156708
308,933363
309,500756
310,962712
311,416491
312,785259
313,470378
314,729657
315,791779
316,643849
317,869385
318,613720
319,669590
320,503899
321,844820
322,590761
323,221529
324,978892
325,286776
326,238042
327,641219
328,336204
329,619815
330,342047
331,22314
332,9705
333,563051
334,763916
335,588491
336,901439
337,562507
338,358297
339,69054
340,278650
341,281405
342,469740
343,645118
344,657581
345,344880
346,433196
347,924376
348,999245
349,788400
350,224549
351,666826
352,401408
353,167661
354,615567
355,25244
356,526597
357,540955
358,836854
359,669066
360,332158
361,602887
362,625167
363,539023
364,677763
365,818063
366,590982
367,594659
368,863361
369,99415
370,405573
371,257178
372,181184
373,881144
374,745024
375,889528
376,860799
377,535904
378,186382
379,443705
380,972329
381,674156
382,908772
383,946266
384,894858
385,181682
386,705920
387,443156
388,984495
389,699354
390,545699
391,133847
392,244693
393,60605
394,671469
395,283044
396,358548
397,990484
398,380149
399,432004
400,248812
401,663279
402,717715
403,104838
404,562933
405,793692
406,601669
407,292223
408,959018
409,392677
410,593494
411,997772
412,753604
413,739466
414,385278
415,254480
416,547335
417,464552
418,587525
419,679143
420,338823
421,498383
422,83346
423,629667
424,293137
425,338752
426,82285
427,675178
428,495815
429,806042
430,418562
431,754826
432,375984
433,385849
434,883516
435,775569
436,974591
437,279447
438,259005
439,608724
440,247605
441,791221
442,838278
443,616722
444,260337
445,787399
446,827688
447,443691
448,901325
449,434435
450,467968
451,802004
452,183737
453,303474
454,260103
455,963249
456,781228
457,502067
458,197771
459,851812
460,745693
461,736493
462,771425
463,332667
464,315058
465,259664
466,646438
467,810194
468,556768
469,671300
470,588522
471,134126
472,738172
473,381764
474,489659
475,979594
476,125169
477,342843
478,113510
479,659919
480,331803
481,6105
482,760350
483,952350
484,46244
485,942106
486,877603
487,403111
488,908250
489,295315
490,359026
491,182105
492,532379
493,77611
494,357089
495,194055
496,512228
497,459887
498,736190
499,47854
500,456403
501,873724
502,957058
503,881177
504,529613
505,393647
506,357930
507,595101
508,864551
509,410654
510,934634
511,486541
512,950511
513,598116
514,944404
515,205775
516,481838
517,18514
518,735687
519,941345
520,166582
521,667613
522,279024
523,811654
524,58657
525,459527
526,890419
527,910901
528,667691
529,335611
530,726298
531,4335
532,99973
533,738290
534,164307
535,253771
536,554306
537,516502
538,1211
539,357881
540,508155
541,461867
542,824031
543,149381
544,313326
545,857787
546,381251
547,179653
548,332903
549,772851
550,600746
551,341036
552,466314
553,328981
554,680528
555,594545
556,682170
557,703144
558,711599
559,377555
560,220195
561,462219
562,16656
563,633102
564,592585
565,114087
566,951982
567,134673
568,614922
569,758484
570,886420
571,191929
572,635864
573,640158
574,767098
575,132745
576,337506
577,346967
578,715268
579,464276
580,860438
581,722667
582,223173
583,563126
584,770378
585,43799
586,59835
587,127084
588,460703
589,669449
590,304942
591,710751
592,553137
593,250119
594,644777
595,306984
596,75318
597,937422
598,656879
599,441457
600,242271
601,700777
602,700842
603,132280
