index,value
1,999958
2,999830
3,999777
4,999523
5,999329
6,998407
7,998149
8,997719
9,997634
10,996966
11,996750
12,996436
13,996376
14,996302
15,996043
16,995921
17,995920
18,995763
19,993749
20,993659
21,993586
22,993292
23,993077
24,992928
25,992866
26,992367
27,992163
28,991663
29,991639
30,991613
31,991519
32,991256
33,991189
34,991087
35,991062
36,991022
37,990598
38,990595
39,990119
40,989345
41,989154
42,989013
43,988576
44,988452
45,988276
46,988223
47,986752
48,986675
49,985817
50,984387
51,983375
52,982703
53,981327
54,981160
55,980712
56,980641
57,980577
58,980519
59,980508
60,979909
61,979794
62,979660
63,979637
64,979480
65,978751
66,978675
67,977516
68,976827
69,976513
70,976156
71,975870
72,975739
73,975466
74,974915
75,974730
76,973659
77,973267
78,972950
79,972739
80,971110
81,970571
82,970548
83,970457
84,969567
85,968962
86,968631
87,968437
88,968227
89,967714
90,967680
91,967558
92,967543
93,965960
94,965934
95,965661
96,965638
97,965390
98,965333
99,965231
100,965183
101,964897
102,964492
103,964313
104,964021
105,963929
106,962688
107,962417
108,961957
109,961734
110,960817
111,960605
112,960429
113,960245
114,960130
115,960059
116,959844
117,958994
118,958989
119,958935
120,958832
121,957800
122,957686
123,957380
124,957181
125,956954
126,956574
127,956374
128,956160
129,956140
130,956024
131,955740
132,955688
133,955649
134,955365
135,954520
136,954176
137,954115
138,953912
139,952534
140,952286
141,951921
142,951728
143,951190
144,950905
145,950498
146,950212
147,950051
148,949838
149,949601
150,949590
151,947542
152,947493
153,945275
154,944732
155,944651
156,943622
157,943128
158,942756
159,942259
160,942233
161,941696
162,940795
163,940775
164,940767
165,940560
166,940053
167,939904
168,939568
169,939093
170,938968
171,938948
172,938850
173,938743
174,938694
175,938604
176,937851
177,937488
178,937361
179,936941
180,936780
181,935575
182,935001
183,934923
184,934769
185,934705
186,933165
187,932991
188,932939
189,932921
190,932820
191,932497
192,932478
193,932434
194,930099
195,929993
196,929604
197,929515
198,929491
199,929381
200,929273
201,928431
202,928331
203,928311
204,927591
205,927524
206,926998
207,926996
208,926957
209,926893
210,926807
211,926499
212,926260
213,925932
214,925415
215,924806
216,924706
217,924292
218,923879
219,923043
220,922774
221,922497
222,922096
223,921053
224,921014
225,920898
226,920407
227,919703
228,919351
229,919254
230,919195
231,919139
232,919077
233,919049
234,918332
235,917539
236,917486
237,917425
238,917359
239,917212
240,917186
241,916789
242,916000
243,915715
244,915267
245,914446
246,914058
247,913662
248,913470
249,912996
250,912990
251,912974
252,912317
253,912200
254,912052
255,910043
256,909913
257,909542
258,909028
259,908806
260,908419
261,908150
262,908022
263,907804
264,907727
265,907608
266,907581
267,906234
268,905247
269,905191
270,905165
271,904258
272,903704
273,903141
274,902522
275,901420
276,901115
277,900774
278,900339
279,900241
280,900049
281,899514
282,899402
283,899293
284,899245
285,899052
286,898598
287,898360
288,898331
289,898128
290,898011
291,897935
292,896172
293,895783
294,895362
295,895138
296,894938
297,894915
298,893921
299,893744
300,893205
301,893071
302,892450
303,892405
304,892358
305,892137
306,892027
307,891729
308,891373
309,890131
310,889824
311,889791
312,889126
313,888917
314,888902
315,887863
316,887819
317,887754
318,886815
319,886321
320,885778
321,885532
322,885334
323,885041
324,884653
325,884052
326,883604
327,883537
328,883530
329,883429
330,883284
331,882870
332,882770
333,882357
334,882085
335,881028
336,881016
337,880748
338,880393
339,880384
340,880284
341,880095
342,879788
343,878987
344,878850
345,878727
346,878582
347,878162
348,878090
349,877962
350,877777
351,877552
352,877014
353,876652
354,876106
355,875685
356,874623
357,874412
358,874278
359,873767
360,873757
361,872932
362,872525
363,872291
364,872045
365,872037
366,872000
367,871991
368,871949
369,871906
370,871857
371,871312
372,871085
373,871047
374,870178
375,869423
376,869212
377,868194
378,867906
379,867773
380,866912
381,866837
382,866640
383,865658
384,865602
385,864673
386,864358
387,864114
388,864084
389,863937
390,863680
391,862746
392,862613
393,862394
394,862369
395,862076
396,861463
397,861196
398,860534
399,860495
400,859069
401,858929
402,858782
403,858416
404,858107
405,858042
406,857482
407,856885
408,856640
409,856148
410,855754
411,855682
412,855398
413,855209
414,855200
415,854770
416,854590
417,853851
418,853573
419,852484
420,851109
421,850837
422,850803
423,850601
424,850478
425,849800
426,849754
427,849254
428,848961
429,848815
430,848520
431,848289
432,848266
433,848169
434,848143
435,847511
436,846665
437,846326
438,845950
439,844809
440,844114
441,843767
442,843292
443,843227
444,842571
445,842451
446,842088
447,839597
448,838971
449,837944
450,837297
451,837001
452,836516
453,836353
454,836352
455,836148
456,836112
457,836087
458,835997
459,834671
460,833959
461,833927
462,832906
463,831668
464,830608
465,830395
466,829971
467,829429
468,828911
469,828739
470,827655
471,827046
472,826721
473,826289
474,826156
475,825737
476,824740
477,824536
478,824383
479,824335
480,823999
481,823843
482,823174
483,822748
484,821209
485,820843
486,820789
487,820345
488,819132
489,819097
490,818830
491,818121
492,818020
493,817913
494,817690
495,817405
496,817184
497,817183
498,816891
499,816878
500,816628
501,816053
502,815951
503,815230
504,815032
505,814513
506,814505
507,814451
508,814369
509,814305
510,814075
511,812792
512,812406
513,811595
514,811017
515,810253
516,810078
517,810039
518,809825
519,809451
520,809128
521,808754
522,808752
523,807451
524,807357
525,806895
526,805727
527,805467
528,804988
529,804972
530,804826
531,804550
532,804507
533,803844
534,803703
535,803660
536,803341
537,803076
538,802950
539,802726
540,802298
541,802239
542,800889
543,799165
544,799037
545,798965
546,798565
