index,value
1,141
2,979
3,2338
4,3129
5,3413
6,3790
7,4475
8,6445
9,6790
10,6807
11,8535
12,9551
13,11213
14,13746
15,15189
16,15745
17,16190
18,17207
19,17686
20,18722
21,19329
22,19982
23,20284
24,20649
25,20690
26,21233
27,21729
28,21921
29,22121
30,24814
31,25174
32,25275
33,25497
34,26600
35,26633
36,29721
37,29878
38,31022
39,31041
40,31872
41,32837
42,37265
43,38238
44,39331
45,39446
46,39632
47,40537
48,40620
49,43816
50,44448
51,45049
52,45068
53,45155
54,45379
55,45927
56,47910
57,49688
58,49695
59,49946
60,50419
61,51868
62,52442
63,52482
64,54693
65,55823
66,56249
67,56428
68,56913
69,58327
70,59096
71,59394
72,59635
73,61587
74,62282
75,62668
76,63870
77,64193
78,64528
79,67710
80,67766
81,67869
82,68618
83,68976
84,69351
85,70210
86,70228
87,74107
88,75385
89,76011
90,76103
91,78102
92,78848
93,78924
94,79146
95,79693
96,80200
97,81767
98,82149
99,82744
100,83481
101,83511
102,84031
103,84058
104,84117
105,85740
106,87891
107,88316
108,89172
109,89738
110,90738
111,91038
112,91810
113,93934
114,94375
115,94584
116,95279
117,96856
118,96891
119,97464
120,98966
121,99033
122,99198
123,99544
124,102551
125,103694
126,104445
127,104958
128,105302
129,106405
130,106497
131,108204
132,108498
133,108844
134,109985
135,110125
136,110492
137,110798
138,111323
139,112808
140,114156
141,114471
142,114530
143,115125
144,116147
145,116235
146,116509
147,116881
148,117305
149,117769
150,118416
151,122680
152,123162
153,124268
154,125016
155,125335
156,125506
157,125969
158,126183
159,126415
160,126714
161,126831
162,126891
163,127689
164,128017
165,128609
166,128912
167,128965
168,129126
169,130134
170,130932
171,131645
172,131945
173,133598
174,134294
175,135823
176,135917
177,136449
178,136827
179,137134
180,138255
181,140709
182,140737
183,141538
184,141794
185,141820
186,142075
187,142568
188,144592
189,145530
190,145603
191,146014
192,146501
193,147669
194,148043
195,148525
196,149367
197,149898
198,149924
199,150191
200,150826
201,151308
202,152292
203,152810
204,153893
205,154615
206,155574
207,156045
208,156060
209,156562
210,156901
211,157221
212,157672
213,157719
214,157766
215,157843
216,159300
217,159477
218,160283
219,160825
220,160909
221,161179
222,161232
223,161847
224,162229
225,162344
226,162635
227,163328
228,164585
229,166701
230,166815
231,166987
232,167425
233,168409
234,168793
235,169521
236,170040
237,170577
238,170618
239,171487
240,171840
241,172026
242,172695
243,172888
244,173577
245,174494
246,174563
247,175144
248,175169
249,175907
250,176467
251,176616
252,176944
253,177182
254,182017
255,183216
256,183374
257,185197
258,186007
259,188840
260,189471
261,189655
262,189709
263,191380
264,192439
265,193072
266,193232
267,193971
268,195012
269,195746
270,196049
271,196451
272,198240
273,198296
274,198336
275,198645
276,198921
277,199250
278,200716
279,201268
280,202559
281,205259
282,205806
283,206578
284,206926
285,208481
286,209013
287,209227
288,211557
289,211684
290,211763
291,212027
292,212926
293,213016
294,213599
295,215114
296,216712
297,216854
298,217480
299,218838
300,219463
301,220341
302,220355
303,220905
304,221318
305,223438
306,224198
307,224210
308,224559
309,225129
310,225355
311,225663
312,227239
313,228598
314,228638
315,228875
316,229237
317,230499
318,230946
319,231096
320,231169
321,231265
322,232088
323,232584
324,233171
325,234535
326,234598
327,235255
328,235353
329,235557
330,237173
331,237176
332,237432
333,240451
334,241632
335,246887
336,247792
337,249415
338,250868
339,251221
340,252197
341,253979
342,254451
343,255613
344,257799
345,257981
346,258739
347,258805
348,258914
349,259185
350,259604
351,260758
352,261358
353,264250
354,265010
355,267262
356,268613
357,268791
358,269090
359,269389
360,270789
361,271402
362,271750
363,272041
364,272108
365,272180
366,272338
367,272343
368,273772
369,274263
370,276488
371,276778
372,277784
373,278092
374,278537
375,279439
376,279596
377,280385
378,280507
379,280530
380,280680
381,281678
382,282178
383,282232
384,282258
385,283605
386,287375
387,288080
388,288969
389,291901
390,293068
391,293262
392,293573
393,294170
394,294835
395,295160
396,296429
397,296935
398,297808
399,297969
400,298554
401,299602
402,300463
403,302481
404,302795
405,303872
406,303959
407,304536
408,304729
409,304759
410,305986
411,306055
412,306182
413,306741
414,306901
415,308621
416,309772
417,309994
418,310070
419,310420
420,310544
421,311228
422,311883
423,311986
424,314827
425,315156
426,316217
427,316754
428,317157
429,318740
430,319117
431,319220
432,319317
433,320363
434,321715
435,322327
436,323889
437,324598
438,325286
439,327229
440,327490
441,327568
442,327576
443,327830
444,328114
445,329450
446,332155
447,333454
448,334027
449,334945
450,335403
451,335706
452,335802
453,337145
454,339068
455,339349
456,339476
457,339501
458,339609
459,339938
460,340333
461,341040
462,342203
463,342253
464,342579
465,343412
466,346292
467,347186
468,347901
469,349337
470,349662
471,350478
472,352379
473,352574
474,353240
475,353321
476,354194
477,354265
478,357206
479,359620
480,361735
481,361899
482,362110
483,362152
484,363252
485,364321
486,364622
487,364959
488,366106
489,366642
490,366664
491,366669
492,366885
493,367430
494,368016
495,368127
496,369100
497,369136
498,369331
499,369458
500,369823
501,370180
502,370781
503,370803
504,372699
505,374052
506,374057
507,374355
508,375443
509,375858
510,377190
511,377476
512,378664
513,379915
514,380785
515,380880
516,381249
517,383054
518,385001
519,385370
520,386317
521,386502
522,387003
523,387615
524,388348
525,388700
526,389549
527,389617
528,389711
529,389936
530,391199
531,391594
532,393151
533,394514
534,396143
535,398487
536,398817
537,400391
538,401412
539,401522
540,402356
541,404171
542,404294
543,405409
544,408253
545,408995
546,409561
547,409789
548,411381
549,411479
550,413359
551,414277
552,414613
553,414739
554,416569
555,416692
556,417014
557,418121
558,418132
559,418765
560,419252
561,420364
562,422864
563,424614
564,424654
565,424709
566,424711
567,425125
568,425498
569,427294
570,427412
571,427694
572,428428
573,429754
574,429758
575,430014
576,430523
577,430735
578,431381
579,432216
580,432618
581,434170
582,434511
583,434616
584,435468
585,435936
586,435989
587,437282
588,438398
589,439165
590,439369
591,439967
592,440917
593,442190
594,443117
595,443637
596,443695
597,445965
598,447315
599,450077
600,450711
601,451554
602,452493
603,453423
604,454564
605,454641
606,455684
607,457250
608,460415
609,464753
610,464876
611,466014
612,466168
613,470274
614,470434
615,471394
616,474266
617,477241
618,477987
619,478380
620,478881
621,479249
622,480364
623,480834
624,481383
625,482361
626,482895
627,483075
628,483883
629,485658
630,485788
631,487414
632,489953
633,490458
634,491467
635,494405
636,497456
637,498411
638,499453
639,499540
640,501162
641,501804
642,502309
643,502660
644,503685
645,504246
646,505157
647,505983
648,506545
649,506563
650,506907
651,507458
652,508788
653,510595
654,511210
655,511927
656,512095
657,512422
658,512873
659,513430
660,514264
661,514618
662,515484
663,515672
664,516270
665,516447
666,516754
667,517173
668,517419
669,517924
670,518421
671,520366
672,523267
673,526261
674,527244
675,527957
676,528266
677,528341
678,529460
679,529622
680,529844
681,531231
682,531447
683,532526
684,533683
685,533783
686,534312
687,534644
688,535236
689,535868
690,540185
691,542161
692,544861
693,545286
694,546166
695,546181
696,546638
697,547892
698,549019
699,549245
700,549342
701,549366
702,549607
703,549637
704,549918
705,550336
706,550726
707,550873
708,551037
709,551228
710,551611
711,551948
712,552713
713,554466
714,557499
715,560362
716,560841
717,561167
718,561476
719,561838
720,562080
721,562111
722,562210
723,562479
724,563188
725,565069
726,566048
727,568635
728,571043
729,572764
730,572811
731,573013
732,573088
733,573475
734,574428
735,575417
736,575963
737,576708
738,576739
739,577233
740,577375
741,578752
742,580006
743,580443
744,581498
745,587324
746,587636
747,587798
748,588079
749,588433
750,589342
751,591280
752,591708
753,592159
754,592501
755,593113
756,593580
757,593584
758,593798
759,594098
760,594116
761,595810
762,595832
763,595840
764,596072
765,600698
766,602674
767,602747
768,602885
769,604125
770,606002
771,606651
772,607298
773,608334
774,609263
775,609556
776,609609
777,610358
778,610711
779,610926
780,611319
781,611487
782,614097
783,614567
784,614811
785,616429
786,618415
787,620650
788,620740
789,622570
790,622659
791,623006
792,623208
793,623420
794,623838
795,624618
796,626817
797,628530
798,629474
799,629496
800,630007
801,631641
802,632269
803,636773
804,637451
805,638536
806,639699
807,639711
808,639912
809,640327
810,640845
811,641571
812,644926
813,645339
814,647146
815,647383
816,648263
817,648468
818,648551
819,648696
820,649351
821,652621
822,653247
823,653342
824,654950
825,655340
826,655521
827,655575
828,656007
829,656248
830,657338
831,657580
832,658088
833,658824
834,659150
835,659273
836,660378
837,661115
838,661595
839,662566
840,663073
841,664286
842,664797
843,665870
844,667747
845,667936
846,668289
847,668629
848,669550
849,670759
850,671131
851,671550
852,672789
853,673285
854,673458
855,673970
856,674693
857,675689
858,676510
859,678416
860,678530
861,679273
862,680996
863,682650
864,682809
865,685575
866,686923
867,687097
868,687105
869,688682
870,689426
871,689916
872,690114
873,692734
874,693941
875,694682
876,694954
877,695284
878,696050
879,696560
880,697468
881,697697
882,697926
883,700159
884,700805
885,702656
886,705856
887,705863
888,706960
889,707167
890,707568
891,708233
892,709127
893,710024
894,710512
895,711106
896,712613
897,712656
898,713818
899,714316
900,715083
901,715170
902,715423
903,716313
904,717430
905,718093
906,718351
907,718698
908,718822
909,719380
910,719864
911,720238
912,720692
913,720701
914,721122
915,722020
916,724453
917,724530
918,724775
919,724956
920,725091
921,725191
922,727701
923,729330
924,731179
925,731641
926,731646
927,732982
928,733239
929,734191
930,734237
931,735181
932,735958
933,736100
934,736217
935,736649
936,737638
937,739185
938,740641
939,740754
940,741471
941,742691
942,745733
943,745957
944,745994
945,746809
946,747893
947,748002
948,748019
949,749019
950,749459
951,750886
952,750955
953,751589
954,751643
955,754033
956,754497
957,754611
958,755144
959,756117
960,756779
961,757740
962,758093
963,760186
964,760658
965,761117
966,761179
967,761513
968,762453
969,763418
970,763485
971,764170
972,764642
973,764764
974,765003
975,766479
976,766602
977,767290
978,768388
979,769040
980,769133
981,769322
982,770036
983,770141
984,771478
985,771893
986,772576
987,773302
988,773588
989,774781
990,775181
991,775817
992,778220
993,778727
994,780192
995,781302
996,781901
997,782776
998,782782
999,783030
1000,783312
1001,784460
1002,785329
1003,788876
1004,788962
1005,789285
1006,789533
1007,789593
1008,790007
1009,790363
1010,790566
1011,791294
1012,791531
1013,791772
1014,792363
1015,794257
1016,794650
1017,794867
1018,795316
1019,795438
1020,796993
1021,797622
1022,797991
1023,798288
1024,798391
1025,799133
1026,799836
1027,800110
1028,800464
1029,801380
1030,802932
1031,803744
1032,804033
1033,804309
1034,804563
1035,805892
1036,806480
1037,806678
1038,807069
1039,808253
1040,809014
1041,809692
1042,810060
1043,813410
1044,813435
1045,813552
1046,814337
1047,815703
1048,816707
1049,816978
1050,817892
1051,818292
1052,819641
1053,820643
1054,821161
1055,821755
1056,822478
1057,823310
1058,824407
1059,824874
1060,824897
1061,825456
1062,827262
1063,828839
1064,829125
1065,829624
1066,830239
1067,831661
1068,833057
1069,833182
1070,833877
1071,834756
1072,835052
1073,835064
1074,835423
