index,value
1,792547
2,979294
3,93109
4,102992
5,27696
6,168926
7,93612
8,719612
9,839037
10,77569
11,636121
12,774183
13,668730
14,3066
15,227233
16,741904
17,741541
18,184189
19,445224
20,238078
21,584356
22,999151
23,288391
24,677287
25,244810
26,413246
27,267623
28,971175
29,747623
30,897890
31,587667
32,937210
33,279361
34,756300
35,223253
36,390581
37,52262
38,830980
39,688851
40,486552
41,3111
42,979888
43,152014
44,223799
45,35
46,86054
47,72964
48,680051
49,885402
50,111064
51,128444
52,845000
53,999360
54,116839
55,771184
56,663647
57,341345
58,893666
59,938329
60,642784
61,150548
62,353616
63,631016
64,638174
65,919599
66,248391
67,219274
68,831866
69,854526
70,646348
71,171773
72,253179
73,963046
74,997408
75,47239
76,278335
77,556330
78,778089
79,842227
80,778454
81,636530
82,321090
83,821872
84,340720
85,259284
86,602475
87,663623
88,380314
89,450940
90,494851
91,615400
92,165340
93,994901
94,130988
95,172878
96,666506
97,132223
98,255894
99,423359
100,724744
101,740123
102,676099
103,709058
104,563745
105,824229
106,448628
107,833304
108,875400
109,819354
110,67454
111,701517
112,823240
113,930464
114,877575
115,196850
116,81658
117,53370
118,608130
119,677046
120,626130
121,983668
122,577988
123,227799
124,39212
125,259395
126,411453
127,908821
128,571868
129,888002
130,300574
131,437232
132,775433
133,30875
134,354412
135,697578
136,966927
137,217962
138,528386
139,160725
140,684470
141,863789
142,645206
143,453936
144,720679
145,681351
146,241025
147,516237
148,614559
149,443560
150,3449
151,231630
152,904184
153,661703
154,700528
155,275691
156,689570
157,27052
158,46569
159,956792
160,680258
161,276
162,713106
163,337008
164,907951
165,829158
166,416598
167,169340
168,208248
169,647734
170,914179
171,838106
172,631400
173,420666
174,791902
175,791101
176,125149
177,315262
178,115299
179,228406
180,279808
181,561764
182,877968
183,80166
184,453628
185,418594
186,589500
187,731456
188,217059
189,484530
190,133859
191,337451
192,58405
193,469511
194,773278
195,174395
196,509232
197,497187
198,549393
199,70442
200,668443
201,629931
202,938710
203,443217
204,891472
205,787795
206,577934
207,883480
208,380552
209,369250
210,916381
211,179532
212,617194
213,493127
214,100914
215,846349
216,740304
217,53680
218,753559
219,129907
220,62796
221,455218
222,72540
223,757783
224,308148
225,585077
226,693443
227,28930
228,994921
229,77725
230,206125
231,245613
232,646623
233,147842
234,757137
235,740519
236,12386
237,764331
238,430637
239,158257
240,20276
241,96195
242,716079
243,895190
244,617969
245,323964
246,221939
247,614330
248,469531
249,60126
250,494422
251,625325
252,144188
253,487549
254,449056
255,339534
256,603148
257,851781
258,510867
259,386958
260,443197
261,204381
262,70691
263,549514
264,88948
265,276148
266,701817
267,309792
268,966430
269,905928
270,747595
271,993489
272,364985
273,302706
274,333778
275,372158
276,425096
277,439944
278,329780
279,234451
280,329565
281,11671
282,358060
283,178691
284,444026
285,347051
286,507954
287,442081
288,707633
289,290718
290,209754
291,879305
292,594009
293,771300
294,184297
295,246748
296,694209
297,558229
298,411802
299,853062
300,691265
301,451754
302,180348
303,49698
304,352051
305,852984
306,164106
307,371834
308,624000
309,125170
310,915511
311,545563
312,864795
313,873680
314,10268
315,40538
316,661591
317,126354
318,899580
319,562141
320,331004
321,817097
322,107501
323,213684
324,874498
325,235741
326,411950
327,284416
328,966022
329,219597
330,553895
331,719149
332,485046
333,609420
334,958727
335,82330
336,768052
337,562575
338,153069
339,396522
340,505746
341,937661
342,217537
343,788134
344,385641
345,196621
346,336461
347,974328
348,472354
349,981315
350,944822
351,583390
352,661218
353,695586
354,270125
355,675217
356,396109
357,371656
358,356657
359,678654
360,319207
361,391148
362,659206
363,334057
364,190184
365,46037
366,778632
367,891672
368,526538
369,17597
370,994601
371,604422
372,915944
373,983963
374,150245
375,247416
376,772942
377,598572
378,95513
379,808498
380,601987
381,817638
382,23937
383,948208
384,340095
385,627729
386,692069
387,213428
388,124777
389,74109
390,129916
391,816482
392,113803
393,634955
394,339467
395,747912
396,182650
397,596802
398,271823
399,586479
400,472625
401,164809
402,89703
403,859302
404,221117
405,407692
406,927962
407,828542
408,204722
409,942442
410,678494
411,13129
412,794193
413,784231
414,122371
415,253214
416,350081
417,331681
418,363849
419,610657
420,815625
421,431228
422,728927
423,347844
424,565460
425,885425
426,242476
427,306142
428,995814
429,708427
430,652502
431,765886
432,320462
433,276764
434,719872
435,648406
436,821761
437,836021
438,16686
439,357309
440,372975
441,129295
442,855081
443,416880
444,36400
445,727346
446,917718
447,302367
448,402519
449,533358
450,287441
451,213467
452,88786
453,30193
454,411843
455,7102
456,843647
457,355177
458,318510
459,593566
460,978982
461,389601
462,993473
463,93531
464,307951
465,898754
466,471719
467,742081
468,463576
469,781511
470,316741
471,62286
472,979308
473,198240
474,444961
475,15100
476,849021
477,242757
478,387263
479,564045
480,76764
481,333438
482,781063
483,414528
484,707910
485,725606
486,941822
487,158525
488,632482
489,583743
490,290567
491,245180
492,970553
493,231679
494,879237
495,18238
496,25446
497,49046
498,238197
499,634036
500,725947
501,680721
502,900348
503,396305
504,936327
505,618523
506,294132
507,880510
508,181248
509,859836
510,131148
511,120677
512,216604
513,158700
514,240693
515,608585
516,796267
517,304400
518,640124
519,830267
520,206060
521,145409
522,472947
523,538139
524,365282
525,510874
526,731830
527,418585
528,833835
529,242062
530,27316
531,433829
532,391974
533,325493
534,315687
535,281979
536,522953
537,614108
538,934939
539,514542
540,845094
541,780710
542,330917
543,704560
544,740022
545,450832
546,584964
547,663884
548,513619
549,533518
550,516911
551,123779
552,258031
553,709355
554,618316
555,491879
556,328586
557,922330
558,741648
559,619402
560,351604
561,508479
562,565726
563,34197
564,749061
565,381778
566,790034
567,472313
568,201424
569,37720
570,426047
571,502296
572,5598
573,936222
574,851040
575,737254
576,140874
577,341491
578,425790
579,704829
580,483036
581,642749
582,201212
583,985619
584,848933
585,654772
586,62934
587,263356
588,517376
589,371343
590,344890
591,174778
592,206708
593,572429
594,249588
595,628642
596,703097
597,441245
598,841439
599,885912
600,452440
601,577307
602,123788
603,425670
604,388971
605,121696
606,250149
607,818056
608,399718
609,252681
610,961690
611,36299
612,156696
613,561305
614,798634
615,554734
616,232815
617,247844
618,151083
619,445986
620,375176
621,26650
622,487721
623,380070
624,12035
625,529799
626,572603
627,429195
628,67178
629,829592
630,49692
631,218731
632,349315
633,212653
634,326741
635,315627
636,383004
637,727000
638,329300
639,289011
640,845264
641,280348
642,659571
643,608061
644,874855
645,96996
646,99378
647,334168
648,989385
649,219286
650,614369
651,896338
652,115815
653,977357
654,676506
655,43528
656,723086
657,640713
658,74916
659,197872
660,382374
661,261083
662,883071
663,545903
664,176015
665,207681
666,579778
667,702208
668,758702
669,999617
670,126571
671,861697
672,9152
673,578206
674,386127
675,481531
676,758784
677,246586
678,155518
679,433032
680,692173
681,747899
682,983515
683,875114
684,860464
685,295168
686,277594
687,193890
688,493414
689,145894
690,721660
691,756902
692,87118
693,265537
694,779851
695,626150
696,485081
697,431654
698,702600
699,790775
700,924770
701,606250
702,417145
703,871926
704,42599
705,609105
706,874879
707,353643
708,273893
709,371687
710,426937
711,172447
712,809377
713,694157
714,774022
715,356085
716,2845
717,61182
718,355843
719,584136
720,75707
721,41780
722,877243
723,992442
724,687142
725,526346
726,37642
727,291303
728,976149
729,802688
730,661247
731,282665
732,692250
733,15641
734,825162
735,284784
736,531494
737,418987
738,75145
739,885714
740,439537
741,266474
742,944414
743,243762
744,804782
745,666899
746,501626
747,473145
748,285532
749,507801
750,805905
751,913073
752,912750
753,369444
754,797929
755,729820
756,633706
757,234734
758,406828
759,536109
760,477441
761,184313
762,703159
763,154273
764,32196
765,462487
766,654670
767,845403
768,551068
769,955278
770,650044
771,198616
772,472621
773,313930
774,706459
775,194074
776,331474
777,474950
778,380399
779,394198
780,428909
781,210200
782,158283
783,722989
784,18671
785,571993
786,975636
787,689353
788,99176
789,124549
790,312176
791,519569
792,623131
793,277294
794,491164
795,385176
796,101463
797,73268
798,590836
799,572630
800,921201
801,991525
802,137546
803,202226
804,709490
805,495905
806,308916
807,262875
808,388159
809,249486
810,465677
811,270101
812,181549
813,145228
814,514037
815,216931
816,733646
817,660545
818,755003
819,180111
820,426586
821,672557
822,429341
823,413607
824,212504
825,321359
826,909804
827,33229
828,998868
829,493181
830,40995
831,446366
832,418735
833,584396
834,508636
835,59458
836,621659
837,149086
838,68247
839,845414
840,130524
841,967669
842,875721
843,287770
844,643000
845,988831
846,697489
847,409828
848,194224
849,33055
850,486226
851,568408
852,443896
853,755517
854,372918
855,659403
856,445053
857,398100
858,733479
859,742166
860,355984
861,199355
862,787616
863,736285
864,922156
865,498002
866,960500
867,130145
868,538173
869,511302
870,395355
871,328521
872,12158
873,364799
874,357125
875,310292
876,625428
877,586571
878,401647
879,651000
880,817532
881,214454
882,915231
883,595644
884,813633
885,658952
886,492276
887,24472
888,268790
889,103133
890,266054
891,447106
892,60256
893,757762
894,448607
895,33786
896,380893
