index,value
1,999777
2,999245
3,999131
4,998619
5,998458
6,997772
7,997462
8,996851
9,996594
10,996314
11,994539
12,991593
13,990484
14,987818
15,987507
16,986868
17,985641
18,984581
19,984575
20,984495
21,984119
22,983880
23,983140
24,981469
25,979594
26,979165
27,978892
28,978450
29,974963
30,974591
31,972329
32,971894
33,967893
34,967579
35,967018
36,966789
37,965576
38,963249
39,963199
40,962712
41,961991
42,960461
43,959292
44,959018
45,958629
46,958571
47,958418
48,957058
49,954810
50,954301
51,952950
52,952350
53,951982
54,951199
55,950511
56,950385
57,949764
58,949280
59,946266
60,946022
61,945587
62,945276
63,944404
64,942367
65,942106
66,942096
67,941345
68,940188
69,939877
70,939037
71,937422
72,937284
73,936623
74,935504
75,934641
76,934634
77,934204
78,933363
79,932576
80,932411
81,931942
82,931743
83,930260
84,929984
85,928542
86,925765
87,924376
88,924055
89,921123
90,918348
91,917066
92,916123
93,912277
94,910901
95,910030
96,909131
97,909041
98,908772
99,908250
100,907733
101,904982
102,901439
103,901344
104,901325
105,901136
106,900407
107,899793
108,899322
109,898636
110,897218
111,895318
112,894858
113,894477
114,894203
115,893609
116,893479
117,893094
118,891479
119,890419
120,889528
121,888800
122,888458
123,887596
124,886586
125,886420
126,884561
127,884296
128,883516
129,881177
130,881144
131,881082
132,880239
133,879962
134,878080
135,878049
136,877603
137,875518
138,874452
139,873724
140,873186
141,871186
142,869823
143,869385
144,866313
145,865351
146,864551
147,863893
148,863361
149,860799
150,860438
151,859041
152,857787
153,857531
154,855560
155,851812
156,851167
157,848478
158,848048
159,844820
160,843709
161,843202
162,843130
163,840985
164,838278
165,837049
166,836854
167,836094
168,834582
169,834245
170,833632
171,832292
172,832238
173,831665
174,830502
175,828165
176,827688
177,827491
178,825965
179,824208
180,824031
181,823345
182,821863
183,820590
184,820297
185,819567
186,819162
187,818063
188,817944
189,816524
190,815534
191,811654
192,810281
193,810194
194,809667
195,807598
196,806877
197,806645
198,806042
199,805818
200,804397
201,802004
202,801755
203,801265
204,800667
205,798192
206,796112
207,794976
208,793801
209,793692
210,791779
211,791221
212,788400
213,787724
214,787399
215,786960
216,785259
217,782387
218,781228
219,778795
220,778494
221,777743
222,777180
223,776512
224,775569
225,775244
226,774223
227,773618
228,773196
229,772851
230,772713
231,772644
232,771425
233,770743
234,770378
235,768181
236,767594
237,767098
238,763916
239,762633
240,762593
241,760350
242,759884
243,758484
244,755899
245,755030
246,754826
247,754640
248,753604
249,753508
250,753181
251,749338
252,749121
253,748219
254,747141
255,746694
256,746610
257,745693
258,745024
259,743860
260,743786
261,743736
262,743730
263,742662
264,741923
265,741006
266,740157
267,739837
268,739788
269,739466
270,739323
271,739117
272,738290
273,738172
274,737982
275,736493
276,736190
277,736164
278,735728
279,735687
280,731807
281,729657
282,729514
283,726298
284,723012
285,722667
286,718102
287,717960
288,717715
289,715268
290,715091
291,711599
292,710751
293,709811
294,709774
295,707743
296,705920
297,704432
298,704272
299,703144
300,702852
301,700842
302,700777
303,699354
304,697378
305,693659
306,692597
307,691206
308,686886
309,682170
310,681721
311,681328
312,680528
313,679810
314,679292
315,679143
316,678896
317,677763
318,676714
319,676212
320,675178
321,674791
322,674156
323,673268
324,672059
325,671469
326,671300
327,669590
328,669534
329,669449
330,669066
331,667691
332,667613
333,666826
334,666717
335,665257
336,663729
337,663364
338,663295
339,663279
340,662721
341,660700
342,659919
343,657581
344,657469
345,656879
346,654458
347,654310
348,653166
349,651899
350,651319
351,650545
352,650516
353,647980
354,647854
355,646481
356,646438
357,646174
358,645920
359,645118
360,644777
361,644430
362,643849
363,643416
364,642822
365,641603
366,641219
367,640562
368,640158
369,640044
370,639090
371,638496
372,638420
373,635864
374,633102
375,629764
376,629667
377,628675
378,628438
379,628379
380,625427
381,625167
382,624882
383,623076
384,622915
385,620727
386,620131
387,619912
388,619815
389,618221
390,616915
391,616722
392,616674
393,615567
394,614922
395,614649
396,613720
397,611190
398,610844
399,610034
400,609822
401,609191
402,608724
403,607021
404,603677
405,602887
406,601866
407,601669
408,600746
409,599854
410,598116
411,597169
412,596878
413,596372
414,595101
415,594659
416,594545
417,593494
418,592585
419,590982
420,590761
421,590548
422,589457
423,588522
424,588491
425,587525
426,583945
427,582448
428,581756
429,581262
430,580847
431,577987
432,575001
433,573595
434,573429
435,573333
436,572605
437,571009
438,570388
439,570141
440,567426
441,567059
442,565721
443,563800
444,563776
445,563478
446,563126
447,563051
448,563014
449,562933
450,562507
451,561565
452,561402
453,560114
454,559138
455,559081
456,557716
457,556768
458,556493
459,554306
460,553137
461,552208
462,550103
463,548589
464,547335
465,545699
466,544874
467,543430
468,543079
469,542603
470,540955
471,539638
472,539023
473,538969
474,538902
475,537784
476,537703
477,537466
478,536771
479,535904
480,535151
481,533410
482,532379
483,531613
484,530445
485,529975
486,529613
487,528388
488,526597
489,524348
490,523970
491,523594
492,522261
493,521727
494,520907
495,520268
496,517372
497,516502
498,516012
499,514892
500,514847
501,512228
502,511906
503,509572
504,508155
505,507912
506,504333
507,503899
508,503134
509,502542
510,502461
511,502237
512,502070
513,502067
514,501583
515,501471
516,500756
517,498805
518,498418
519,498383
520,496007
521,495815
522,495712
523,493857
524,492173
525,491135
526,489659
527,488834
528,486541
529,486077
530,485973
531,484766
532,483712
533,482325
534,481838
535,480793
536,480682
537,478661
538,470378
539,469868
540,469740
541,467968
542,467031
543,466314
544,465072
545,464552
546,464276
547,463193
548,462219
549,461867
550,461214
551,460924
552,460844
553,460703
554,459887
555,459527
556,459233
557,458846
558,457934
559,457915
560,457306
561,456403
562,455895
563,453117
564,452514
565,449900
566,449563
567,449315
568,449088
569,447388
570,444295
571,443705
572,443691
573,443156
574,442799
575,442359
576,441904
577,441457
578,441060
579,440740
580,440615
581,438368
582,438193
583,437782
584,436295
585,435550
586,435428
587,434435
588,434395
589,433196
590,432399
591,432004
592,431330
593,430604
594,429985
595,428760
596,426400
597,425246
598,423876
599,423027
600,418562
601,416491
602,415229
603,415008
604,414999
605,414791
606,410838
607,410696
608,410654
609,409611
610,409539
611,409265
612,408960
613,408904
614,406219
615,405573
616,404899
617,404280
618,403111
619,401408
620,398809
621,393647
622,392677
623,392568
624,388628
625,387666
626,385849
627,385278
628,385131
629,383786
630,382543
631,381764
632,381251
633,380149
634,379873
635,378592
636,378280
637,378049
638,377839
639,377555
