index,value
1,299
2,750
3,838
4,875
5,903
6,1276
7,1331
8,2247
9,2357
10,2428
11,2462
12,2590
13,3441
14,3510
15,3605
16,3884
17,3914
18,4093
19,4135
20,4559
21,4626
22,4899
23,4957
24,5123
25,5153
26,5182
27,5291
28,5681
29,5782
30,6159
31,6396
32,6417
33,6518
34,6620
35,6676
36,6875
37,7043
38,7142
39,7919
40,8576
41,9019
42,9748
43,9959
44,10369
45,10467
46,10650
47,11232
48,11247
49,11386
50,11645
51,11873
52,12084
53,12226
54,12237
55,12273
56,12998
57,13429
58,13969
59,14473
60,14963
61,15082
62,15362
63,15491
64,15712
65,15955
66,16103
67,16567
68,17116
69,17174
70,17197
71,17615
72,17666
73,18037
74,18199
75,18334
76,18504
77,18892
78,18995
79,19076
80,19298
81,19428
82,19741
83,19870
84,19880
85,20008
86,20074
87,20497
88,20849
89,21174
90,21328
91,21362
92,21432
93,21495
94,21528
95,21556
96,21646
97,22119
98,22790
99,22868
100,22982
101,23106
102,23486
103,24193
104,24219
105,24274
106,24299
107,24319
108,24524
109,24735
110,24884
111,24929
112,25244
113,25368
114,25423
115,25649
116,25709
117,26000
118,26111
119,26214
120,26390
121,26544
122,26551
123,27260
124,27726
125,27821
126,27888
127,27960
128,28114
129,28615
130,29153
131,29194
132,29311
133,29518
134,29576
135,29642
136,29731
137,29788
138,30590
139,30870
140,31374
141,31392
142,31754
143,32037
144,32243
145,32377
146,32443
147,32547
148,32960
149,33054
150,33156
151,33259
152,33532
153,33676
154,34208
155,34343
156,34517
157,34816
158,34905
159,34947
160,35016
161,35190
162,35530
163,36267
164,36358
165,36377
166,36415
167,37090
168,37124
169,37848
170,37862
171,38002
172,38046
173,38392
174,38709
175,38844
176,39527
177,39555
178,40161
179,40185
180,40223
181,40268
182,40343
183,40349
184,40414
185,40462
186,40758
187,41405
188,41526
189,41645
190,41670
191,41728
192,42030
193,42243
194,42322
195,42354
196,42451
197,42709
198,42726
199,42887
200,43040
201,43102
202,43268
203,43349
204,43403
205,43617
206,44107
207,44178
208,44270
209,44482
210,44629
211,44796
212,44991
213,45114
214,45349
215,45461
216,45576
217,45583
218,45592
219,45709
220,46304
221,46351
222,46768
223,46773
224,46787
225,46861
226,47014
227,47136
228,47295
229,47335
230,48027
231,48420
232,48601
233,48870
234,49015
235,49080
236,49288
237,49298
238,49489
239,49581
240,49614
241,49676
242,50418
243,50610
244,50734
245,50877
246,50901
247,51042
248,51250
249,51288
250,51314
251,51357
252,51387
253,51477
254,51760
255,51900
256,51965
257,52179
258,52452
259,52454
260,52526
261,52941
262,53049
263,53409
264,53534
265,53597
266,53659
267,54288
268,55581
269,55615
270,55618
271,55831
272,55836
273,55904
274,56115
275,56348
276,56364
277,56467
278,56542
279,56574
280,57340
281,57573
282,58143
283,58266
284,58272
285,58451
286,58837
287,59666
288,59760
289,60042
290,60109
291,60130
292,60140
293,60539
294,60648
295,60699
296,60755
297,60884
298,61096
299,61580
300,61643
301,61715
302,61976
303,61991
304,62507
305,62540
306,62576
307,62764
308,62779
309,62865
310,63033
311,63103
312,63126
313,63224
314,63378
315,64116
316,64157
317,64215
318,64424
319,64746
320,64842
321,65520
322,65961
323,66003
324,66138
325,66234
326,66802
327,66841
328,66897
329,67101
330,67108
331,67199
332,67719
333,68665
334,68815
335,68935
336,69036
337,69132
338,69192
339,69417
340,69442
341,69476
342,69777
343,70105
344,70499
345,70577
346,70653
347,70761
348,70922
349,71041
350,71084
351,71228
352,71362
353,71422
354,71429
355,71447
356,71451
357,71741
358,71782
359,72220
360,72654
361,72850
362,72906
363,72979
364,73773
365,74017
366,74781
367,75084
368,75307
369,75384
370,75403
371,75612
372,75753
373,75856
374,75882
375,76154
376,76341
377,76617
378,76630
379,76670
380,76744
381,76881
382,77125
383,77431
384,77740
385,77979
386,78367
387,78677
388,78800
389,79116
390,79189
391,79676
392,79764
393,80115
394,80326
395,80352
396,80466
397,80614
398,80793
399,81101
400,81265
401,81797
402,82266
403,82411
404,82531
405,82837
406,82853
407,82872
408,83179
409,83280
410,83310
411,83340
412,83566
413,83757
414,83823
415,84192
416,84225
417,84301
418,84456
419,84787
420,84833
421,84950
422,85180
423,85203
424,85306
425,85316
426,85546
427,85686
428,85871
429,86096
430,86125
431,86648
432,86882
433,86904
434,87171
435,87453
436,87532
437,87684
438,88134
439,88249
440,88473
441,88493
442,88608
443,88762
444,88904
445,88916
446,88919
447,88957
448,89098
449,89163
450,89499
451,89627
452,89916
453,89952
454,90203
455,90344
456,90374
457,90583
458,90584
459,90887
460,90891
461,90916
462,90945
463,91039
464,91214
465,91441
466,91594
467,91919
468,91961
469,92607
470,92683
471,92808
472,92866
473,93018
474,93081
475,93217
476,93286
477,93590
478,93807
479,93981
480,94214
481,94492
482,94590
483,95298
484,95642
485,96197
486,96608
487,96743
488,96984
489,97171
490,97189
491,97606
492,97608
493,98025
494,98247
495,98372
496,98445
497,98495
498,98586
499,99176
500,99247
501,99255
502,99283
503,99361
504,99534
505,99596
506,99832
507,100314
508,100341
509,100381
510,100395
511,100897
512,101009
513,101181
514,101327
515,101375
516,101445
517,101507
518,101792
519,101815
520,102260
521,102818
522,103330
523,103491
524,103768
525,104037
526,104146
527,104286
528,104369
529,104852
530,105018
531,105042
532,105201
533,105203
534,105637
535,105645
536,105993
537,106021
538,106044
539,106095
540,106774
541,106950
542,107064
543,107299
544,107354
545,108478
546,108931
547,109165
548,109428
549,109613
550,109646
551,109700
552,109850
553,109974
554,109987
555,109998
556,110033
557,110473
558,110878
559,111434
560,111489
561,111903
562,111948
563,111956
564,112035
565,112685
566,112747
567,113682
568,113727
569,113745
570,113845
571,114031
572,114544
573,114585
574,114883
575,115512
576,115891
577,116088
578,116123
579,116124
580,116325
581,116386
582,116447
583,116771
584,117370
585,117474
586,118004
587,118288
588,118304
589,118435
590,119453
591,119933
592,120076
593,120174
594,120221
595,120290
596,120301
597,120357
598,120771
599,120884
600,121225
601,121681
602,121728
603,121767
604,122388
605,122401
606,122849
607,122963
608,122985
609,123191
610,123275
611,123877
612,125047
613,125397
614,125435
615,126285
616,126366
617,126601
618,126901
619,126952
620,126997
621,127230
622,127433
623,127750
624,127858
625,128051
626,128075
627,128978
628,129104
629,129236
630,129498
631,129638
632,129831
633,130090
634,130529
635,130811
636,130862
637,131063
638,131352
639,131970
640,132125
641,132494
642,132616
643,132719
644,132802
645,132861
646,132972
647,133072
648,133160
649,133757
650,133823
651,133825
652,134076
653,134293
654,134561
655,134563
656,134643
657,134644
658,134657
659,134662
660,135249
661,135523
662,135661
663,135662
664,135711
665,136245
666,136421
667,136595
668,136630
669,136925
670,136958
671,137110
672,137114
673,137317
674,137530
675,137652
676,138165
677,138355
678,138465
679,138719
680,138818
681,138833
682,139134
683,139163
684,139440
685,139520
686,139625
687,139628
688,139738
689,139794
690,139814
691,139943
692,140071
693,140481
694,140506
695,140569
696,140938
697,141214
698,141333
699,141522
700,141656
701,141703
702,141814
703,141997
704,142082
705,142155
706,142883
707,142959
708,143137
709,143211
710,143407
711,143429
712,143489
713,143664
714,144181
715,144706
716,144913
717,144982
718,145228
719,145361
720,145417
721,145658
722,145927
723,145931
724,146154
725,146243
726,146441
727,146939
728,147202
729,147246
730,147629
731,147725
732,148396
733,148625
734,148633
735,148678
736,148986
737,149304
738,149431
739,149508
740,149784
741,149904
742,150338
743,150572
744,150670
745,150734
746,151094
747,151233
748,151321
749,151691
750,151870
751,152109
752,152409
753,152673
754,152839
755,153081
756,153923
757,153936
758,154307
759,154424
760,154563
761,154715
762,154778
763,154793
764,155673
765,155711
766,155810
767,156147
