index,value
1,1235
2,1553
3,1624
4,1909
5,2187
6,2394
7,2481
8,2510
9,2808
10,2905
11,3494
12,3546
13,3606
14,3664
15,4163
16,4236
17,4274
18,4604
19,4988
20,5228
21,5233
22,5302
23,5613
24,5936
25,6275
26,6571
27,6721
28,7378
29,7587
30,7670
31,7710
32,7768
33,7880
34,7888
35,8127
36,8343
37,9169
38,9314
39,9498
40,9531
41,9971
42,10515
43,11204
44,11330
45,11344
46,11347
47,11422
48,12556
49,12747
50,12902
51,12965
52,14040
53,14432
54,14604
55,15556
56,16662
57,16833
58,18186
59,18298
60,18299
61,18403
62,18404
63,18661
64,18867
65,19055
66,19113
67,19214
68,19340
69,19575
70,20381
71,20584
72,21295
73,21475
74,21508
75,22095
76,22600
77,22777
78,23007
79,23153
80,23157
81,23472
82,24091
83,24484
84,24524
85,24614
86,25219
87,25519
88,25628
89,25688
90,26707
91,26838
92,26926
93,27355
94,27438
95,27792
96,28279
97,28795
98,28892
99,28915
100,29196
101,29454
102,29460
103,29608
104,29818
105,29861
106,30352
107,30364
108,30522
109,30573
110,30608
111,30649
112,30708
113,30806
114,31066
115,31183
116,31371
117,31378
118,31572
119,31720
120,31836
121,33191
122,33370
123,33490
124,33778
125,34071
126,34149
127,34286
128,34393
129,34474
130,34593
131,34694
132,34697
133,35518
134,35798
135,35820
136,36085
137,36135
138,36658
139,37255
140,37289
141,37683
142,37923
143,38262
144,39263
145,39613
146,39718
147,39950
148,39997
149,40068
150,40081
151,40600
152,40866
153,40938
154,41375
155,41804
156,41919
157,42185
158,42212
159,42736
160,42835
161,42851
162,43067
163,43091
164,43119
165,43164
166,43239
167,43466
168,43660
169,43807
170,43814
171,43932
172,44018
173,44110
174,44219
175,44342
176,44597
177,44915
178,44993
179,45267
180,45404
181,46049
182,46606
183,46679
184,46861
185,46946
186,47366
187,47695
188,47796
189,48137
190,48443
191,48632
192,49209
193,50817
194,50891
195,51138
196,51421
197,51492
198,51644
199,51814
200,52250
201,52354
202,52666
203,54537
204,55067
205,55136
206,55359
207,55376
208,55521
209,55583
210,55915
211,56218
212,56355
213,56478
214,56874
215,56875
216,57021
217,57333
218,57675
219,57697
220,57816
221,57844
222,58189
223,58435
224,58692
225,59585
226,59725
227,59801
228,60198
229,60428
230,60539
231,61472
232,61553
233,61560
234,61590
235,61932
236,62563
237,62576
238,63074
239,63138
240,63324
241,63441
242,63557
243,63617
244,63862
245,64493
246,64511
247,64689
248,65341
249,65472
250,65660
251,65867
252,66112
253,66751
254,66905
255,67259
256,67297
257,67571
258,68166
259,68513
260,68624
261,68749
262,70311
263,70433
264,70531
265,70944
266,71166
267,71535
268,72104
269,72155
270,72186
271,72295
272,72502
273,72525
274,73241
275,73813
276,74145
277,74210
278,75047
279,75265
280,75280
281,75439
282,75507
283,75574
284,76058
285,76445
286,76558
287,76794
288,77311
289,77575
290,77601
291,77710
292,78520
293,78632
294,78880
295,79299
296,79344
297,79662
298,79772
299,79944
300,80102
301,80139
302,80151
303,80806
304,80840
305,80943
306,81084
307,81622
308,81701
309,81723
310,82140
311,82499
312,82608
313,82613
314,82670
315,82807
316,82908
317,83130
318,83228
319,83432
320,83600
321,83706
322,83869
323,83946
324,85659
325,85763
326,86041
327,86465
328,87038
329,87304
330,87400
331,87540
332,87571
333,87785
334,87828
335,87893
336,88017
337,88045
338,88446
339,88544
340,88640
341,88673
342,88868
343,89402
344,89486
345,89893
346,90150
347,91223
348,91831
349,91867
350,91873
351,92207
352,92264
353,92768
354,93238
355,93404
356,93763
357,94211
358,94293
359,94386
360,94532
361,94738
362,95250
363,95274
364,95408
365,95509
366,95557
367,96052
368,96365
369,96487
370,96761
371,96954
372,97280
373,97447
374,97883
375,98057
376,98324
377,98484
378,98805
379,99184
380,99339
381,99373
382,99813
383,100593
384,101039
385,101376
386,101884
387,101936
388,101943
389,102489
390,102922
391,103491
392,103961
393,104295
394,104331
395,104837
396,105106
397,105563
398,106439
399,106633
400,106798
401,106801
402,106945
403,107167
404,107531
405,108046
406,108348
407,108495
408,109671
409,109696
410,110073
411,110471
412,110785
413,110788
414,111033
415,111281
416,111286
417,111675
418,111786
419,113233
420,114074
421,114115
422,114564
423,114620
424,114838
425,114900
426,115030
427,115260
428,115279
429,115842
430,116153
431,116175
432,116223
433,116306
434,116337
435,116694
436,117574
437,117592
438,118018
439,118336
440,118499
441,118561
442,118823
443,118913
444,118975
445,118994
446,119136
447,119198
448,119573
449,119904
450,120160
451,120944
452,121196
453,121743
454,121889
455,121975
456,123208
457,123212
458,123482
459,123572
460,123613
461,123633
462,124021
463,124125
464,124190
465,124203
466,124889
467,125546
468,126071
469,126614
470,127858
471,128163
472,128429
473,128500
474,128526
475,128530
476,129001
477,129201
478,129325
479,129400
480,129804
481,129857
482,130531
483,130941
484,131082
485,131372
486,131408
487,131646
488,131742
489,132491
490,132725
491,132982
492,133132
493,133229
494,133463
495,133833
496,134433
497,134696
498,134984
499,135072
500,135344
501,135453
502,135538
503,135758
504,135855
505,136082
506,136194
507,136490
508,136651
509,137115
510,137151
511,137223
512,137291
513,138476
514,138783
515,139805
516,140117
517,140494
518,140677
519,140812
520,140855
521,140913
522,140945
523,141532
524,141581
525,142014
526,142078
527,142273
528,142347
529,143343
530,143639
531,143917
532,144396
533,144414
534,144499
535,145231
536,145323
537,145486
538,145537
539,145607
540,145979
541,146014
542,146083
543,146390
544,146446
545,146544
546,146632
547,147117
548,147253
549,147483
550,147813
551,148049
552,148124
553,148199
554,148483
555,148503
556,148739
557,149015
558,149019
559,149086
560,149103
561,149508
562,149699
563,149825
564,150073
565,150293
566,150778
567,151206
568,151452
569,151711
570,152115
571,152168
572,152697
573,152932
574,152933
575,153349
576,153500
577,153613
578,153718
579,154008
580,154144
581,154359
582,154776
583,154915
584,155020
585,155028
586,155078
587,155742
588,156197
589,156314
590,156492
591,156958
592,157092
593,157098
594,157943
595,158114
596,158125
597,159699
598,159981
599,160008
600,160064
601,160494
602,161310
603,161322
604,161741
605,161954
606,162641
607,162920
608,163417
609,163868
610,164114
611,164293
612,164563
613,164840
614,165211
615,165336
616,165381
617,165476
618,165526
619,165532
620,165667
621,166112
622,166385
623,166669
624,167547
625,168081
626,168897
627,169158
628,169438
629,169861
630,170054
631,170302
632,170314
633,170427
634,170755
635,170975
636,171767
637,172251
638,172385
639,172570
640,172684
641,172759
642,172859
643,173169
644,173335
645,173626
646,173778
647,173942
648,174224
649,174855
650,175174
651,175541
652,175865
653,176107
654,176115
655,176436
656,176486
657,176574
658,176801
659,176848
660,176860
661,177003
662,177032
663,177104
664,177591
665,178909
666,178956
667,179803
668,180660
669,180953
670,181215
671,181234
672,181390
673,181592
674,181746
675,182144
676,182309
677,182365
678,182697
679,183532
680,183586
681,183798
682,184026
683,184118
684,184242
685,184686
686,184761
687,184790
688,184807
689,185020
690,185096
691,185145
692,185349
693,185612
694,186117
695,186154
696,186400
697,186493
698,186525
699,186693
700,186894
701,187470
702,187489
703,187549
704,188700
705,189189
706,189310
707,190034
708,190768
709,191284
710,191295
711,191297
712,191314
713,191566
714,191575
715,191655
716,191703
717,192338
718,192656
719,192703
720,193185
721,193187
722,193461
723,193713
724,193794
725,194097
726,195116
727,195353
728,195369
729,195550
730,195564
731,195763
732,195784
733,196020
734,196089
735,196207
736,196293
737,196505
738,196766
739,197074
740,197179
741,197245
742,197794
743,198036
744,198292
745,198433
746,198941
747,199205
748,199261
749,199541
750,199571
751,199938
752,199960
753,200122
754,200281
755,200375
756,200442
757,200493
758,200499
759,200666
760,200922
761,201272
762,201445
763,201765
764,201801
765,202392
766,202795
767,203001
768,203060
769,203427
770,203577
771,203630
772,203869
773,204493
774,204505
775,204754
776,204916
777,205378
778,205837
779,205913
780,206092
781,206466
782,206713
783,206928
784,207296
785,207333
786,208330
787,208558
788,209032
789,209330
790,209417
791,209466
792,209576
793,209677
794,209962
795,210008
796,210187
797,210331
798,210352
799,210469
800,210524
801,210629
802,210671
803,210870
804,210909
805,210964
806,211137
807,211331
808,211479
809,211606
810,212737
811,212892
812,213412
813,213724
814,213938
815,214020
816,214350
817,214442
818,214457
819,215337
820,215455
821,215869
822,216089
823,217490
824,217914
825,218883
826,218901
827,219091
828,219205
829,219445
830,219511
831,219925
832,220268
833,220668
834,220915
835,221125
836,221197
837,221780
838,222263
839,222274
840,222470
841,222716
842,222851
843,223013
844,223547
845,223759
846,223969
847,224170
848,224261
849,224732
850,224784
851,224900
852,224903
853,224926
854,225132
855,225272
856,225544
857,225590
858,225735
859,225799
860,225987
861,226068
862,226200
863,226418
864,226452
865,227016
866,227032
867,227806
868,227854
869,227946
870,228313
871,228930
872,228960
873,229230
874,229467
875,229537
876,229705
877,229707
878,229856
879,229857
880,230014
881,230778
882,230978
883,231774
884,231787
885,231862
886,232287
887,232565
888,232706
889,232843
890,233069
891,233220
892,233369
893,234161
894,234252
895,234375
896,234649
897,234830
898,235162
899,235183
900,235239
901,235385
902,235528
903,235633
904,236025
905,236029
906,236087
907,236193
908,236290
909,236306
910,236357
911,236840
912,236977
913,237101
914,237268
915,237475
916,237599
917,237717
918,238099
919,238141
920,238276
921,238529
922,239690
923,239726
924,239973
925,240126
926,240234
927,240817
928,240839
929,240867
930,241665
931,241671
932,241692
933,242183
934,242242
935,242794
936,242990
937,243426
938,243493
939,243720
940,244504
941,244546
942,245150
943,245578
944,245740
945,246350
946,246731
947,246982
948,247143
949,247249
950,247548
951,247586
952,247773
953,247842
954,248023
955,248110
956,248746
957,248818
958,249569
959,251181
960,251250
961,251367
962,251651
963,252078
964,252152
965,252182
966,252517
967,252566
968,252904
969,252909
970,253179
971,253463
972,253917
973,254189
974,254376
975,255608
976,255722
977,255960
978,255967
979,256386
980,257006
981,257025
982,257261
983,257391
984,257459
985,258096
986,258738
987,258768
988,259091
989,259641
990,259681
991,260135
992,260223
993,260813
994,261273
995,261534
996,261745
997,262079
998,262506
999,262525
1000,262548
1001,262744
1002,262775
1003,262981
1004,263185
1005,264406
1006,264429
1007,264658
1008,264857
1009,265095
1010,266963
1011,266973
1012,266998
1013,267062
1014,267417
1015,267488
1016,268358
1017,268506
1018,268862
1019,269193
1020,270400
1021,270584
1022,270738
1023,270992
1024,271019
1025,271142
1026,271196
1027,271212
1028,271556
1029,271663
1030,272039
1031,272361
1032,272548
1033,272681
1034,272738
1035,272819
1036,273288
1037,273551
1038,273868
1039,274091
1040,274125
1041,274279
1042,274532
1043,274983
1044,275486
1045,275508
1046,276648
1047,276660
1048,277246
1049,277375
1050,277589
1051,277771
1052,278182
1053,278459
1054,278630
1055,278654
1056,278730
1057,278757
1058,278876
1059,279463
1060,279487
1061,280097
1062,280140
1063,280157
1064,281870
1065,281950
