index,value
1,571708
2,534457
3,425957
4,769741
5,448302
6,663070
7,835626
8,742848
9,588918
10,250080
11,519183
12,436901
13,62928
14,217324
15,3000
16,39314
17,324777
18,748986
19,154102
20,576011
21,810083
22,673026
23,344549
24,951883
25,91807
26,399071
27,32203
28,575320
29,253746
30,579582
31,439395
32,32741
33,640754
34,596141
35,705937
36,377822
37,266569
38,581193
39,319950
40,507525
41,359768
42,277703
43,523788
44,170625
45,946705
46,798856
47,835915
48,618418
49,714379
50,83365
51,129984
52,454313
53,690246
54,539168
55,849684
56,880290
57,773152
58,698583
59,697021
60,138215
61,749451
62,955108
63,72752
64,712949
65,457641
66,792210
67,743252
68,824493
69,552319
70,687376
71,791049
72,136625
73,505510
74,638570
75,224455
76,204219
77,180850
78,794244
79,8433
80,325351
81,4656
82,836051
83,789934
84,636462
85,662095
86,942867
87,778826
88,203618
89,804455
90,67350
91,650927
92,338924
93,888999
94,126958
95,309271
96,381911
97,786685
98,754543
99,595475
100,15090
101,240997
102,84338
103,888998
104,826213
105,272586
106,796074
107,745929
108,489049
109,595956
110,849816
111,783219
112,420380
113,103091
114,653645
115,687363
116,985985
117,9890
118,972923
119,723388
120,705790
121,628694
122,938631
123,566070
124,587761
125,244293
126,375697
127,849391
128,376167
129,81649
130,598023
131,336456
132,698546
133,100615
134,261520
135,847463
136,708064
137,78004
138,373329
139,465463
140,231643
141,311233
142,900195
143,248283
144,272294
145,458127
146,737725
147,253449
148,778438
149,565366
150,160572
151,278371
152,914177
153,638091
154,250804
155,180706
156,127820
157,150771
158,962503
159,581373
160,793760
161,569419
162,127792
163,423633
164,162151
165,744076
166,242118
167,135134
168,321204
169,497257
170,16178
171,694239
172,639484
173,534361
174,485155
175,603967
176,364548
177,285411
178,614688
179,318831
180,406695
181,965584
182,301868
183,302901
184,102482
185,274638
186,699123
187,289805
188,110977
189,534232
190,870676
191,648410
192,894685
193,426083
194,455554
195,755387
196,624244
197,552345
198,615831
199,448886
200,573219
201,854671
202,913738
203,122014
204,579965
205,613306
206,392718
207,527263
208,1769
209,420791
210,6696
211,189410
212,330115
213,252388
214,308850
215,206534
216,33635
217,918475
218,987857
219,407817
220,532659
221,288244
222,705701
223,128999
224,817859
225,322377
226,990008
227,847066
228,118480
229,25122
230,297383
231,473296
232,434482
233,474675
234,503245
235,91244
236,647906
237,930807
238,202061
239,368226
240,256624
241,956100
242,974045
243,762405
244,41477
245,72172
246,828227
247,223158
248,100634
249,144527
250,108845
251,334447
252,548695
253,621917
254,154336
255,790839
256,994216
257,176302
258,197700
259,873011
260,882101
261,88390
262,307473
263,740198
264,304696
265,454429
266,944430
267,115454
268,114958
269,441821
270,254574
271,13254
272,607026
273,567045
274,246046
275,126056
276,899898
277,955240
278,961074
279,717054
280,768545
281,333488
282,797361
283,878709
284,314037
285,665843
286,45137
287,383821
288,763304
289,166340
290,402609
291,203738
292,321314
293,287804
294,198466
295,218292
296,67818
297,969873
298,499556
299,356188
300,14782
301,938295
302,989451
303,50102
304,122049
305,983558
306,464292
307,742332
308,263559
309,23393
310,75957
311,509769
312,788170
313,952495
314,117797
315,487267
316,285991
317,289985
318,576806
319,500230
320,436024
321,380664
322,953696
323,603361
324,108794
325,207698
326,51868
327,561742
328,466410
329,694336
330,559477
331,110799
332,756392
333,704532
334,204865
335,512743
336,55167
337,176616
338,242667
339,108312
340,313681
341,391169
342,288161
343,524801
344,290463
345,461954
346,331440
347,112396
348,976439
349,582651
350,450528
351,188669
352,356235
353,250015
354,328790
355,148743
356,82526
357,876073
358,52267
359,322014
360,40025
361,906989
362,397673
363,858054
364,522771
365,109796
366,236584
367,454789
368,88011
369,729033
370,831645
371,374211
372,553540
373,170976
374,478942
375,935914
376,467468
377,64938
378,451138
379,59304
380,315395
381,150543
382,552973
383,819518
384,689272
385,389140
386,996025
387,214798
388,617645
389,264911
390,882134
391,853820
392,281065
393,218936
394,637509
395,376669
396,948914
397,775811
398,107696
399,743261
400,399669
401,277438
402,793358
403,337447
404,598746
405,85127
406,3214
407,681126
408,96219
409,399018
410,740352
411,464516
412,564538
413,227501
414,864089
415,490918
416,784473
417,796391
418,688839
419,908229
420,696446
421,645398
422,984374
423,941061
424,580219
425,180377
426,687726
427,269175
428,494305
429,959380
430,616256
431,932421
432,60834
433,52509
434,827325
435,104700
436,313568
437,648484
438,208715
439,771912
440,843850
441,654942
442,114447
443,142114
444,402986
445,975120
446,496313
447,855742
448,816303
449,449334
450,559537
451,669662
452,53354
453,495394
454,778000
455,351577
456,163255
457,414433
458,153465
459,293087
460,373495
461,919682
462,927901
463,798819
464,922316
465,949410
466,967520
467,911658
468,790254
469,936785
470,748834
471,267822
472,592709
473,63403
474,621465
475,342224
476,673084
477,805396
478,201875
479,331975
480,100154
481,907800
482,875281
483,801002
484,793213
485,97779
486,957110
487,307610
488,548682
489,652930
490,474288
491,832760
492,85299
493,396596
494,428703
495,224195
496,980972
497,664073
498,777361
499,586702
500,205330
