index,value
1,89906
2,994260
3,725079
4,120483
5,953042
6,296027
7,291723
8,400289
9,644326
10,944868
11,922248
12,710896
13,69078
14,949764
15,478127
16,441979
17,653443
18,853713
19,245979
20,835870
21,232913
22,669176
23,902858
24,366459
25,838048
26,376348
27,112391
28,284076
29,687722
30,594056
31,152870
32,275666
33,864252
34,51132
35,13204
36,661198
37,59396
38,551809
39,518186
40,113288
41,273040
42,136914
43,528255
44,243032
45,326421
46,49498
47,221214
48,262466
49,467014
50,77345
51,461514
52,349596
53,107066
54,625633
55,408584
56,229741
57,294058
58,315245
59,914860
60,883323
61,745381
62,814134
63,616550
64,816538
65,686173
66,355648
67,358910
68,760251
69,770506
70,928452
71,566069
72,730349
73,292439
74,798754
75,362761
76,720393
77,812918
78,733544
79,37102
80,205577
81,449007
82,346110
83,166229
84,204465
85,435291
86,755677
87,587168
88,722511
89,822213
90,934139
91,999858
92,305318
93,398599
94,355993
95,694781
96,524426
97,724478
98,635394
99,8737
100,793531
101,869149
102,587681
103,689457
104,592040
105,90397
106,103923
107,234332
108,874916
109,284318
110,916369
111,735961
112,404260
113,374962
114,946263
115,401000
116,157717
117,537561
118,970759
119,393544
120,54837
121,328398
122,862238
123,565418
124,872145
125,914808
126,740837
127,218251
128,297350
129,507762
130,682473
131,736036
132,348918
133,721292
134,181808
135,61817
136,580075
137,126063
138,587382
139,73590
140,915456
141,603740
142,749865
143,775198
144,248872
145,661231
146,346462
147,810127
148,994299
149,264048
150,289393
151,114442
152,50206
153,449564
154,845892
155,865221
156,622791
157,786188
158,135954
159,338470
160,622145
161,127
162,885469
163,392204
164,517594
165,906647
166,256958
167,630865
168,986787
169,523571
170,929062
171,745975
172,278978
173,668639
174,716593
175,843855
176,320123
177,479555
178,273578
179,752318
180,41739
181,45599
182,165305
183,973742
184,604486
185,314840
186,555328
187,609919
188,952827
189,912797
190,507321
191,747873
192,370129
193,357167
194,710225
195,689369
196,412647
197,478507
198,170435
199,413431
200,131852
201,669838
202,222292
203,560530
204,789161
205,81960
206,286957
207,585064
208,853997
209,556151
210,666393
211,404285
212,441276
213,857381
214,373941
215,651512
216,284855
217,251453
218,815900
219,308009
220,232064
221,168652
222,285763
223,507987
224,401932
225,430326
226,684930
227,644361
228,398266
229,26057
230,284665
231,514450
232,170796
233,853654
234,510257
235,513618
236,342683
237,122842
238,838144
239,833818
240,221598
241,300691
242,76649
243,162330
244,678510
245,816466
246,186915
247,516568
248,866068
249,597266
250,81425
251,326656
252,772362
253,297050
254,81694
255,932191
256,358430
257,575609
258,79743
259,769261
260,183201
261,540300
262,742823
263,147410
264,671780
265,790279
266,370409
267,721201
268,92344
269,768915
270,375023
271,356579
272,819276
273,338081
274,608543
275,841469
276,493091
277,191471
278,790816
279,74963
280,870452
281,300023
282,758299
283,184912
284,665136
285,816740
286,757502
287,42836
288,573742
289,828290
290,434805
291,148418
292,455752
293,234862
294,347930
295,595637
296,56217
297,398428
298,459038
299,668262
300,528788
301,967344
302,685724
303,291704
304,511416
305,909818
306,995663
307,148545
308,181864
309,289432
310,629935
311,273704
312,329563
313,383329
314,408123
315,82187
316,468959
317,12231
318,505848
319,840304
320,366569
321,894799
322,754759
323,27679
324,398699
325,325198
326,237866
327,823615
328,209352
329,114715
330,146036
331,436589
332,518279
333,196260
334,888079
335,121755
336,937838
337,290535
338,97958
339,361251
340,532356
341,158971
342,25237
343,145644
344,991083
345,684424
346,986512
347,20209
348,287117
349,393656
350,805610
351,77209
352,658514
353,605717
354,37125
355,707750
356,727165
357,471536
358,698648
359,39329
360,170654
361,290046
362,921553
363,140367
364,255427
365,770007
366,684173
367,836398
368,811534
369,8062
370,619468
371,587697
372,412548
373,264972
374,780801
375,165157
376,618833
377,346020
378,256788
379,272237
380,98363
381,475511
382,818674
383,605832
384,865845
385,219816
386,724528
387,659688
388,799407
389,619260
390,50806
391,383164
392,896982
393,490016
394,200422
395,101921
396,476243
397,603445
398,110042
399,163884
400,258249
401,64381
402,259129
403,97170
404,9144
405,375327
406,117083
407,531688
408,624352
409,215797
410,117175
411,994925
412,648575
413,191618
414,523939
415,923869
416,39222
417,336831
418,847639
419,627976
420,975331
421,595541
422,916524
423,107318
424,496231
